state,name,localid,year,et,eu,es,e4,e3,e2,e1
MA,bristol county agricultural,09100000,2013,35,-620786,NA,NA,NA,NA,NA
MA,bristol county agricultural,09100000,2014,35,-620786,NA,NA,NA,NA,NA
MA,bristol county agricultural,09100000,2015,35,-620786,NA,NA,NA,NA,NA
MA,bristol county agricultural,09100000,2016,35,-620786,NA,NA,NA,NA,NA
MA,bristol county agricultural,09100000,2017,36,-620785,NA,NA,NA,NA,NA
MA,bristol county agricultural,09100000,2018,35,-620786,NA,NA,NA,NA,NA
MA,essex agricultural technical,09130000,2013,NA,NA,NA,NA,NA,NA,NA
MA,essex agricultural technical,09130000,2014,46,-620775,NA,NA,NA,NA,NA
MA,norfolk county agricultural,09150000,2013,NA,NA,NA,NA,NA,NA,NA
MA,norfolk county agricultural,09150000,2014,44,-620777,NA,NA,NA,NA,NA
MA,norfolk county agricultural,09150000,2015,50,-620771,NA,NA,NA,NA,NA
MA,norfolk county agricultural,09150000,2016,53,-620768,NA,NA,NA,NA,NA
MA,norfolk county agricultural,09150000,2017,54,-620767,NA,NA,NA,NA,NA
MA,norfolk county agricultural,09150000,2018,57,-620764,0,5,49,0,0
MA,paulo freire social justice charter school (district),35010000,2014,NA,NA,NA,NA,NA,NA,NA
MA,paulo freire social justice charter school (district),35010000,2015,NA,NA,NA,NA,NA,NA,NA
MA,paulo freire social justice charter school (district),35010000,2016,NA,NA,NA,NA,NA,NA,NA
MA,paulo freire social justice charter school (district),35010000,2017,NA,NA,NA,NA,NA,NA,NA
MA,paulo freire social justice charter school (district),35010000,2018,NA,NA,NA,NA,NA,NA,NA
MA,baystate academy charter public school (district),35020000,2014,NA,NA,NA,NA,NA,NA,NA
MA,baystate academy charter public school (district),35020000,2015,NA,NA,NA,NA,NA,NA,NA
MA,baystate academy charter public school (district),35020000,2016,NA,NA,NA,NA,NA,NA,NA
MA,baystate academy charter public school (district),35020000,2017,NA,NA,NA,NA,NA,NA,NA
MA,baystate academy charter public school (district),35020000,2018,NA,NA,NA,NA,NA,NA,NA
MA,lowell collegiate charter school (district),35030000,2014,NA,NA,NA,NA,NA,NA,NA
MA,lowell collegiate charter school (district),35030000,2015,NA,NA,NA,NA,NA,NA,NA
MA,lowell collegiate charter school (district),35030000,2016,NA,NA,NA,NA,NA,NA,NA
MA,collegiate charter school of lowell (district),35030000,2017,NA,NA,NA,NA,NA,NA,NA
MA,collegiate charter school of lowell (district),35030000,2018,NA,NA,NA,NA,NA,NA,NA
MA,city on a hill charter public school ii (district),35040000,2014,10,-620811,0,0,8,2,0
MA,city on a hill charter public school dudley square (district),35040000,2015,16,-620805,NA,NA,NA,NA,NA
MA,city on a hill charter public school dudley square (district),35040000,2016,22,-620799,0,1,17,4,0
MA,city on a hill charter public school dudley square (district),35040000,2017,27,-620794,NA,NA,NA,NA,NA
MA,city on a hill charter public school dudley square (district),35040000,2018,31,-620790,NA,NA,NA,NA,NA
MA,up academy charter school of dorchester (district),35050000,2014,45,-620776,NA,NA,NA,NA,NA
MA,up academy charter school of dorchester (district),35050000,2015,41,-620780,NA,NA,NA,NA,NA
MA,up academy charter school of dorchester (district),35050000,2016,50,-620771,NA,NA,NA,NA,NA
MA,up academy charter school of dorchester (district),35050000,2017,38,-620783,NA,NA,NA,NA,NA
MA,up academy charter school of dorchester (district),35050000,2018,40,-620781,NA,NA,NA,NA,NA
MA,pioneer charter school of science ii (pcss-ii) (district),35060000,2014,NA,NA,NA,NA,NA,NA,NA
MA,pioneer charter school of science ii (pcss-ii) (district),35060000,2015,NA,NA,NA,NA,NA,NA,NA
MA,pioneer charter school of science ii (pcss-ii) (district),35060000,2016,NA,NA,NA,NA,NA,NA,NA
MA,pioneer charter school of science ii (pcss-ii) (district),35060000,2017,NA,NA,NA,NA,NA,NA,NA
MA,pioneer charter school of science ii (pcss-ii) (district),35060000,2018,NA,NA,NA,NA,NA,NA,NA
MA,city on a hill charter public school new bedford (district),35070000,2015,11,-620810,NA,NA,NA,NA,NA
MA,city on a hill charter public school new bedford (district),35070000,2016,13,-620808,0,0,6,7,0
MA,city on a hill charter public school new bedford (district),35070000,2017,16,-620805,NA,NA,NA,NA,NA
MA,city on a hill charter public school new bedford (district),35070000,2018,18,-620803,NA,NA,NA,NA,NA
MA,phoenix academy public charter high school springfield (district),35080000,2015,9,-620812,NA,NA,NA,NA,NA
MA,phoenix academy public charter high school springfield (district),35080000,2016,11,-620810,NA,NA,NA,NA,NA
MA,phoenix academy public charter high school springfield (district),35080000,2017,14,-620807,NA,NA,NA,NA,NA
MA,phoenix academy public charter high school springfield (district),35080000,2018,12,-620809,NA,NA,NA,NA,NA
MA,argosy collegiate charter school (district),35090000,2015,NA,NA,NA,NA,NA,NA,NA
MA,argosy collegiate charter school (district),35090000,2016,NA,NA,NA,NA,NA,NA,NA
MA,argosy collegiate charter school (district),35090000,2017,NA,NA,NA,NA,NA,NA,NA
MA,argosy collegiate charter school (district),35090000,2018,NA,NA,NA,NA,NA,NA,NA
MA,springfield preparatory charter school (district),35100000,2016,NA,NA,NA,NA,NA,NA,NA
MA,springfield preparatory charter school (district),35100000,2017,NA,NA,NA,NA,NA,NA,NA
MA,springfield preparatory charter school (district),35100000,2018,NA,NA,NA,NA,NA,NA,NA
MA,bentley academy charter school (district),35110000,2016,30,-620791,NA,NA,NA,NA,NA
MA,bentley academy charter school (district),35110000,2017,31,-620790,NA,NA,NA,NA,NA
MA,bentley academy charter school (district),35110000,2018,30,-620791,NA,NA,NA,NA,NA
MA,new heights charter school of brockton (district),35130000,2017,NA,NA,NA,NA,NA,NA,NA
MA,new heights charter school of brockton (district),35130000,2018,NA,NA,NA,NA,NA,NA,NA
MA,libertas academy charter school (district),35140000,2018,NA,NA,NA,NA,NA,NA,NA
MA,old sturbridge academy charter public school (district),35150000,2018,NA,NA,NA,NA,NA,NA,NA
MA,massachusetts virtual academy at greenfield commonwealth virtual school,39010000,2014,15,-620806,NA,NA,NA,NA,NA
MA,massachusetts virtual academy at greenfield commonwealth virtual district,39010000,2015,17,-620804,NA,NA,NA,NA,NA
MA,massachusetts virtual academy at greenfield commonwealth virtual district,39010000,2016,22,-620799,NA,NA,NA,NA,NA
MA,massachusetts virtual academy at greenfield commonwealth virtual district,39010000,2017,NA,NA,NA,NA,NA,NA,NA
MA,massachusetts virtual academy at greenfield commonwealth virtual district,39010000,2018,36,-620785,NA,NA,NA,NA,NA
MA,tec connections academy commonwealth virtual school district,39020000,2015,21,-620800,NA,NA,NA,NA,NA
MA,tec connections academy commonwealth virtual school district,39020000,2016,34,-620787,NA,NA,NA,NA,NA
MA,tec connections academy commonwealth virtual school district,39020000,2017,46,-620775,NA,NA,NA,NA,NA
MA,tec connections academy commonwealth virtual school district,39020000,2018,70,-620751,NA,NA,NA,NA,NA
